,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch
1300,133,171,1,5,26,255,1,3,2,1,4,0,6,2,2,0,2,4,6,43,0,1,0,8,8,2,0,1,3,2,2,2,1,1,0,1,0,740,295,1,4,1,3,275,0,0,0,0,1,0,2,1,1,3,6,1,2,28,1,1,31,2,3,2,0,0,0,0,0
1301,946,591,8,5,61,1011,1,2,3,1,0,0,23,2,2,0,7,6,4,99,46,1,0,12,13,2,0,2,2,2,4,3,3,1,0,1,0,560,117,1,4,1,3,578,253,0,0,0,2,1,3,1,3,6,6,1,1,85,3,2,207,3,3,2,62,24,0,0,0
1302,362,368,0,5,52,713,1,3,3,1,4,0,15,2,2,0,2,5,5,61,8,3,0,8,8,2,0,1,2,1,3,3,1,5,452,1,0,505,577,1,4,1,3,543,0,0,1,0,1,0,3,1,2,4,6,1,1,47,2,2,172,3,3,2,0,0,0,0,100
1303,306,358,0,5,126,808,1,2,3,1,0,0,8,2,2,0,2,6,4,95,43,1,0,6,6,1,29,1,2,2,4,3,1,1,0,1,0,863,503,1,3,1,3,485,0,0,0,0,2,0,3,1,3,4,6,0,1,81,2,2,161,3,3,2,0,12,0,0,0
1304,535,407,5,5,40,606,1,3,3,1,2,0,5,2,2,0,5,5,4,108,55,1,0,12,13,2,0,2,2,2,4,3,1,6,89,1,0,459,159,1,4,1,3,99,255,0,1,0,2,1,3,1,3,5,6,0,1,94,3,2,269,3,3,2,62,26,0,0,0
1305,246,258,8,5,46,1005,1,3,3,1,2,0,15,2,2,0,7,4,6,74,55,2,0,8,1,1,50,1,2,1,3,3,3,5,203,1,0,6,20,1,2,1,3,31,113,0,0,1,1,0,3,1,2,3,6,0,3,60,1,1,63,3,3,2,16,0,0,0,0
1306,357,345,0,5,126,1084,1,2,3,1,0,0,15,2,2,0,2,5,4,63,10,3,0,8,8,1,159,1,2,1,3,3,1,4,508,1,0,437,570,1,2,1,3,538,0,0,1,0,1,1,2,1,2,3,6,1,1,49,2,1,110,3,3,2,0,183,98,0,0
1307,1134,814,5,5,76,1282,1,2,3,1,4,0,18,2,2,0,5,7,4,100,48,3,0,12,13,1,339,2,2,2,4,3,3,6,789,1,0,504,888,1,4,1,3,896,279,0,1,0,2,1,4,1,3,6,6,2,1,87,3,3,530,3,3,2,44,51,0,0,0
1308,1030,268,10,5,126,807,1,2,3,1,1,0,7,2,2,2,5,4,5,82,29,1,0,9,9,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,1,3,409,488,0,0,0,2,1,5,2,2,9,6,0,1,68,3,2,304,3,4,2,0,0,0,0,0
1309,541,264,6,4,126,1278,1,2,3,1,4,0,21,2,2,0,5,5,7,31,0,1,0,13,14,2,0,1,2,0,3,3,1,4,66,1,0,434,117,1,2,0,3,152,206,0,0,0,2,0,4,1,1,5,6,0,5,24,1,1,146,3,3,1,0,0,145,0,0
1310,1163,687,13,5,44,1400,1,2,3,1,4,0,25,2,2,0,5,7,4,97,44,1,0,5,5,2,0,2,2,2,4,3,1,1,0,1,0,1056,950,1,4,1,3,978,165,0,0,0,2,1,4,1,3,7,6,0,1,83,3,2,338,3,3,2,122,6,0,0,0
1311,442,567,0,5,126,1114,1,3,3,1,0,0,5,2,2,0,2,7,4,105,52,3,0,11,12,2,0,2,2,2,4,3,1,6,614,1,0,401,638,1,4,1,3,618,0,0,1,0,1,1,1,1,3,3,6,1,1,91,1,2,160,3,3,2,38,145,0,0,0
1312,887,793,0,5,66,1313,1,2,3,1,4,0,19,2,2,0,2,8,4,106,54,1,0,12,13,2,0,2,2,2,5,3,4,6,826,1,0,522,917,1,4,1,3,947,0,0,1,0,2,0,3,1,4,6,6,3,1,92,3,3,402,3,3,2,161,153,0,0,0
1313,517,341,13,2,11,99,1,3,3,1,2,0,24,2,2,4,5,6,4,102,49,3,0,8,8,1,164,2,2,2,4,3,1,6,362,1,0,99,129,1,4,1,3,83,256,0,1,0,2,1,3,1,3,4,6,0,5,88,1,2,239,3,3,2,0,25,0,0,0
1314,796,538,5,5,126,797,1,2,3,1,1,0,5,2,2,0,5,5,4,101,48,1,0,12,13,2,0,1,2,2,4,3,2,6,488,1,0,50,197,1,4,1,3,210,384,0,1,0,2,1,3,1,2,5,6,0,1,87,2,2,275,3,3,2,0,27,0,0,0
1315,146,240,8,5,51,844,1,3,3,1,4,0,15,2,2,0,7,4,4,70,17,1,0,12,13,2,0,1,2,2,3,3,3,5,247,3,158,61,346,1,3,1,3,300,0,0,0,0,2,0,3,1,2,4,6,0,1,56,3,1,134,3,3,2,38,0,0,0,0
1316,1198,838,0,5,126,1351,1,2,3,1,4,0,18,2,2,0,2,7,4,95,43,3,0,3,3,2,0,2,2,2,4,3,1,6,807,1,0,1052,983,1,4,1,3,1020,0,0,1,0,3,0,4,1,3,8,6,1,1,81,2,2,275,3,3,2,212,64,155,0,0
1317,1194,829,5,5,65,1016,1,2,3,1,4,0,18,2,2,0,5,8,4,101,48,1,0,8,8,1,300,2,2,2,5,3,4,6,459,1,0,608,683,1,4,1,3,843,569,0,1,0,2,1,4,1,3,7,6,1,1,87,3,3,460,3,3,2,68,75,0,0,0
1318,57,192,0,6,25,527,1,2,1,1,4,0,20,1,7,0,2,4,6,58,45,1,0,8,8,2,0,1,3,1,3,3,1,2,78,3,199,0,224,1,2,1,3,165,0,0,1,0,1,0,2,1,2,2,6,0,5,52,2,2,409,3,3,2,96,40,0,0,0
1319,484,399,5,5,36,317,1,3,3,1,4,0,7,2,2,0,5,4,4,108,56,1,0,12,13,2,0,1,2,2,4,4,1,6,411,1,0,81,156,1,3,1,3,96,208,0,1,0,2,1,3,1,2,4,6,0,3,94,3,2,224,3,3,2,0,73,0,0,0
1320,695,468,5,5,126,478,1,3,3,1,4,0,8,2,2,0,5,5,4,98,46,1,0,6,6,2,0,1,2,2,4,3,1,6,108,1,0,467,182,1,3,1,3,125,364,0,1,0,2,1,3,1,2,6,6,1,1,84,3,2,170,3,3,2,176,72,0,0,0
1321,1040,738,5,5,61,1292,1,3,3,1,4,0,26,2,2,0,5,7,4,106,53,3,0,12,13,3,172,2,2,2,4,3,4,6,613,1,0,513,731,1,4,1,3,704,284,0,1,0,2,1,4,1,3,8,6,2,1,92,3,3,428,3,3,2,122,0,0,0,0
1322,607,166,10,5,51,584,1,3,3,1,0,0,15,2,2,2,2,4,4,63,10,3,0,3,3,2,0,1,2,1,3,2,1,1,0,1,0,988,776,1,2,1,3,761,0,0,0,0,2,0,4,2,2,6,6,0,6,100,0,0,0,0,0,2,0,0,0,0,0
1323,747,501,8,5,126,1638,1,2,3,1,1,0,17,2,2,0,7,5,4,70,26,1,0,6,6,1,265,1,2,1,4,3,3,5,346,1,0,857,846,1,1,1,3,879,0,0,1,0,1,1,3,1,2,5,6,1,1,56,2,2,215,3,3,2,0,0,0,0,0
1324,263,423,9,5,51,1163,1,2,3,1,4,0,15,2,2,0,6,5,7,69,58,1,0,6,6,1,162,1,2,1,3,3,4,6,662,1,0,94,432,1,3,1,3,433,0,0,1,0,1,0,2,1,3,3,6,1,1,55,1,1,85,3,3,2,190,0,0,0,0
1325,1205,863,5,5,94,1721,1,2,3,1,1,0,18,2,2,0,5,9,4,98,46,3,0,6,6,1,414,2,3,2,5,3,4,6,861,1,0,457,924,1,4,1,3,919,584,0,1,0,3,1,4,1,3,8,6,1,1,84,3,3,461,3,3,2,287,65,0,0,0
1326,630,315,4,6,27,237,1,3,3,1,4,0,3,2,2,0,0,4,5,43,0,1,0,13,14,2,0,1,2,0,3,2,1,2,146,1,0,567,322,1,2,1,0,312,152,0,0,0,2,0,3,1,2,4,6,1,5,28,1,1,37,2,3,2,143,0,10,7,0
1327,685,646,11,6,20,102,1,2,1,1,4,1,6,2,2,4,2,6,4,107,55,3,0,5,5,3,128,2,2,2,5,3,4,6,883,1,0,78,804,1,4,1,3,827,0,0,1,1,2,0,2,1,4,3,6,1,1,93,3,2,217,3,3,2,85,43,0,0,44
1328,590,415,5,5,41,950,1,3,3,1,4,0,8,6,2,0,5,5,4,108,56,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,631,179,1,4,1,3,121,276,0,0,0,2,1,3,1,3,4,6,1,1,94,3,2,146,3,3,2,62,28,0,0,0
1329,777,368,7,6,36,1064,1,3,3,1,4,0,20,2,2,0,4,6,6,20,20,1,0,13,14,2,0,1,2,0,4,3,2,3,241,1,0,413,267,2,1,0,3,209,367,0,0,0,1,1,2,1,2,4,6,2,5,5,1,2,90,3,3,0,0,228,0,0,0
1330,981,607,6,5,96,1461,1,3,3,1,0,0,7,2,2,0,5,5,6,40,36,3,0,11,12,2,0,1,2,1,3,3,1,3,424,1,0,422,469,1,4,1,3,525,353,0,0,0,2,0,4,1,3,5,6,2,2,25,1,2,269,3,3,2,0,0,0,0,6
1331,774,572,5,5,126,884,1,2,3,1,4,0,5,2,2,0,5,6,4,105,52,1,0,12,13,1,148,2,2,2,4,3,1,6,290,1,0,306,225,1,4,1,3,207,363,0,0,0,2,1,3,1,3,4,6,0,1,91,3,2,314,3,3,2,259,44,0,0,0
1332,999,749,5,5,126,1105,1,3,3,1,4,0,5,4,2,0,5,8,4,103,50,3,0,12,13,1,152,2,2,2,5,3,2,6,634,1,0,451,706,1,4,1,3,700,210,0,1,0,2,1,3,1,4,6,6,2,1,89,3,3,419,3,3,2,203,128,0,0,0
1333,813,337,6,6,26,46,1,3,3,1,0,0,20,2,2,0,5,6,7,21,55,1,0,11,12,2,0,2,2,2,3,3,1,5,165,1,0,513,286,1,4,1,3,241,381,0,1,0,1,1,4,1,4,5,4,1,1,6,1,1,4,2,2,2,0,0,0,0,0
1334,151,121,13,6,0,17,1,3,3,1,4,0,2,2,2,3,5,5,5,73,20,1,0,6,6,1,89,1,2,1,3,3,1,3,181,1,0,114,44,1,2,1,3,9,95,0,0,0,1,1,2,1,2,3,6,0,5,76,1,1,56,3,3,2,0,0,0,0,0
1335,444,487,0,5,50,821,1,3,3,1,4,0,5,2,2,0,2,6,4,110,57,1,0,12,13,2,0,2,2,2,4,3,3,6,4,1,0,919,641,1,4,1,3,620,0,0,0,0,2,0,3,1,3,4,6,0,1,96,2,2,331,3,3,2,0,40,0,0,0
1336,74,23,6,1,36,690,0,3,2,1,4,0,11,2,2,0,5,3,5,26,0,1,0,8,8,2,0,1,2,4,2,2,2,1,0,1,0,499,82,1,4,1,3,3,59,0,0,0,1,1,3,1,1,3,4,0,5,10,1,1,21,2,2,0,0,21,87,0,0
1337,320,300,0,5,53,794,1,3,3,1,4,0,15,2,2,0,2,5,4,65,35,1,0,6,6,0,116,1,2,1,3,3,1,5,484,1,0,364,475,1,4,1,3,501,0,0,0,0,1,1,3,1,2,4,6,0,1,51,2,1,46,3,3,2,0,196,0,0,0
1338,423,447,11,4,4,222,1,2,3,1,2,0,15,2,2,4,2,6,4,102,49,1,0,8,8,2,0,2,2,2,4,3,1,6,730,4,0,291,681,1,4,1,3,603,0,0,1,0,2,0,2,1,3,3,6,1,1,88,3,2,243,3,3,2,156,58,0,0,0
1339,505,204,4,6,31,615,1,3,1,1,4,0,3,8,0,0,0,4,5,53,0,1,0,8,8,2,0,1,2,1,2,3,1,3,637,1,0,0,286,1,2,1,3,236,107,0,1,0,1,0,3,1,2,4,6,0,5,39,1,1,79,3,3,2,0,24,0,0,0
1340,152,76,14,6,0,11,1,3,3,1,4,0,13,2,2,3,7,3,4,76,23,1,0,5,5,2,0,1,2,1,4,3,4,6,295,1,0,0,39,1,2,1,3,18,72,0,1,0,1,0,2,1,2,3,6,0,3,62,1,1,70,3,3,2,77,89,0,0,0
1341,627,265,4,5,41,267,1,3,3,1,4,0,3,6,2,0,0,5,4,44,0,1,0,8,8,2,0,1,2,0,3,3,1,1,0,1,0,771,339,1,3,1,3,293,163,0,0,0,1,0,3,1,1,4,6,1,5,29,1,1,83,3,3,2,0,0,0,0,0
1342,599,300,13,5,2,41,1,3,3,1,4,0,16,2,2,4,5,5,4,81,28,1,0,9,2,2,0,1,2,1,4,3,1,5,180,1,0,408,207,1,2,1,3,148,260,0,0,1,2,1,3,1,2,5,6,1,5,67,1,2,179,3,3,2,68,0,0,0,0
1343,430,153,4,6,126,247,1,3,3,1,4,0,3,2,2,0,0,4,3,41,0,1,0,8,8,2,0,1,2,0,4,3,1,1,0,1,0,725,278,1,3,1,0,223,67,0,0,0,1,0,3,1,2,5,6,0,5,26,1,1,31,2,3,2,153,101,0,0,0
1344,924,565,5,5,126,631,1,2,3,1,4,0,8,2,2,0,5,6,4,105,52,1,0,12,13,2,0,2,2,2,4,3,1,6,381,1,0,224,249,1,4,1,3,194,487,0,0,0,2,1,4,1,3,6,6,1,3,91,3,2,174,3,3,2,212,38,0,0,0
1345,392,434,0,5,126,1130,1,3,3,1,4,0,23,2,2,0,2,5,4,88,35,1,0,13,15,1,52,2,2,1,4,3,1,6,819,1,0,18,604,1,2,1,3,575,0,0,1,0,2,0,3,1,3,3,6,1,1,74,1,2,149,3,3,2,119,17,0,0,0
1346,541,278,6,6,26,690,1,3,3,1,4,0,20,0,2,0,5,6,8,26,38,3,0,12,13,2,0,1,3,2,3,3,1,5,422,1,0,8,107,1,4,1,3,171,191,0,0,1,1,0,3,1,2,5,6,0,5,20,1,2,93,3,3,2,0,0,0,0,0
1347,822,568,5,5,34,1610,1,1,3,1,1,0,18,2,2,0,5,6,4,101,48,1,0,12,13,1,12,2,2,2,4,3,1,1,0,1,0,871,525,1,3,1,3,493,186,0,0,0,2,1,4,1,2,5,6,0,1,87,3,2,221,3,3,2,0,69,0,0,0
1348,175,327,8,5,35,612,1,2,3,1,4,0,5,2,2,0,7,4,4,79,26,1,0,12,13,1,76,1,3,1,4,3,3,6,325,1,0,432,376,1,2,1,3,339,0,0,0,0,2,0,3,1,2,4,6,1,5,68,1,2,125,3,3,2,84,0,0,0,0
1349,113,278,11,5,26,480,1,3,3,1,4,0,23,2,2,4,2,5,4,83,30,1,0,9,9,2,0,1,2,1,4,3,1,4,357,4,33,206,297,1,2,1,3,246,0,0,0,0,2,0,2,1,2,3,6,1,1,69,2,1,46,3,3,2,47,0,0,0,0
1350,745,772,0,5,41,1065,1,2,3,1,4,0,5,2,2,0,2,8,4,111,58,1,0,12,13,3,269,3,2,2,5,3,4,6,757,1,0,517,866,1,4,1,3,876,0,0,1,0,2,0,3,1,4,6,6,1,1,97,2,3,488,3,3,2,161,92,0,0,0
1351,445,278,4,5,61,1481,1,2,3,1,4,0,14,2,2,0,0,4,4,96,45,1,0,12,13,2,0,1,2,5,4,3,1,6,507,1,0,35,199,1,4,1,3,141,137,0,1,0,1,1,1,1,2,3,6,0,1,82,1,2,215,3,3,2,19,21,0,24,0
1352,601,622,5,2,41,504,1,3,3,1,4,0,24,2,2,0,5,6,4,109,57,1,0,5,5,3,66,2,2,2,4,3,1,6,574,1,0,224,442,1,4,1,3,419,61,0,1,0,2,0,2,1,3,5,6,0,1,96,3,2,177,3,3,2,0,146,0,0,0
1353,132,241,0,5,126,578,1,2,3,1,4,0,15,2,2,0,2,3,6,59,6,1,0,12,13,2,0,1,2,1,3,3,1,5,116,1,0,597,322,1,4,1,0,273,0,0,0,0,1,0,2,1,2,2,6,0,5,45,1,1,59,3,3,2,0,0,0,0,0
1354,84,144,0,5,46,424,1,3,3,1,0,0,5,2,2,0,2,4,4,75,22,1,0,12,13,2,0,1,2,1,3,3,1,2,57,3,153,220,268,1,2,1,3,210,0,0,1,0,1,0,3,1,2,3,6,0,5,69,1,2,197,3,3,2,58,0,0,0,0
1356,153,295,0,5,36,568,1,1,3,1,4,0,5,2,2,0,2,4,6,97,44,1,0,12,13,2,0,1,3,2,4,4,1,6,261,1,0,479,354,1,4,1,3,308,0,0,1,0,1,0,3,1,2,3,6,0,5,84,1,1,134,3,3,2,205,0,0,0,0
1357,487,412,0,5,105,1182,1,2,3,1,0,0,26,2,2,0,2,5,4,91,38,1,0,6,6,2,0,1,2,1,4,3,2,6,701,1,0,320,673,1,2,1,3,657,0,0,1,0,2,0,3,1,3,4,6,1,1,77,1,2,301,3,3,2,0,0,94,0,0
1358,697,658,0,2,61,1027,1,3,3,1,4,0,24,2,2,0,2,7,4,110,57,1,0,12,13,1,227,2,2,2,4,3,3,1,0,1,0,1021,838,1,4,1,3,836,0,0,0,0,2,0,3,1,3,5,6,1,1,96,3,3,367,3,3,2,90,106,0,0,0
1359,274,209,0,5,44,810,1,3,3,1,4,0,7,2,2,0,2,4,5,59,6,1,0,13,14,2,0,1,2,1,3,3,3,4,514,1,0,336,482,1,2,1,3,446,0,0,1,0,1,0,3,1,2,4,6,0,1,45,1,1,318,3,3,2,21,0,0,0,0
1360,153,290,0,5,33,741,1,1,3,1,4,0,5,2,2,0,2,4,4,97,45,1,0,12,13,2,0,1,2,2,4,3,1,6,470,1,0,245,354,1,4,1,3,308,0,0,0,1,1,0,3,1,2,3,6,0,5,85,1,2,375,3,3,2,0,0,0,0,0
1361,256,308,0,5,126,1044,1,3,3,1,4,0,15,2,2,0,2,4,6,69,54,3,0,6,6,1,120,2,2,2,3,3,1,4,436,1,0,167,257,1,4,1,3,426,0,0,0,1,1,0,3,1,2,3,6,1,1,55,2,2,365,3,3,2,0,142,0,0,0
1362,151,71,13,6,0,13,1,3,3,1,4,0,2,2,2,4,5,5,2,74,21,1,0,6,6,1,362,1,2,1,3,3,1,5,211,1,0,83,44,1,2,1,3,9,95,0,0,0,1,1,2,1,2,3,6,0,5,60,1,1,46,3,3,2,0,0,0,0,0
1363,455,384,8,5,37,839,1,2,3,1,4,0,8,6,2,0,7,6,4,107,54,1,0,12,13,2,0,2,2,2,4,3,2,6,123,3,30,12,22,1,4,1,3,104,178,0,0,0,2,1,3,1,3,5,6,0,3,93,3,2,146,3,3,2,0,0,0,0,0
1364,510,347,0,5,51,844,1,3,3,1,4,0,15,2,2,0,2,5,5,61,8,1,0,8,8,1,187,1,2,1,3,3,1,3,409,1,0,684,708,1,3,1,3,679,0,0,0,0,1,1,4,1,2,5,6,0,1,47,2,1,73,3,3,2,0,0,151,0,0
1365,552,420,6,5,126,391,1,2,2,1,4,0,6,2,2,0,5,5,6,47,0,1,0,13,14,2,0,1,2,1,3,3,1,4,360,1,0,171,181,1,1,1,3,109,257,0,0,0,1,0,3,1,3,5,6,2,1,32,1,1,19,3,3,1,0,0,0,0,80
1366,375,399,0,5,51,917,1,3,3,1,4,0,14,2,2,0,2,5,5,80,27,1,0,9,9,2,0,1,2,1,3,3,1,5,433,2,97,220,526,1,2,1,3,558,0,0,0,1,2,0,3,1,2,4,6,2,5,69,1,2,208,3,3,2,190,71,0,0,0
1367,189,135,0,5,36,342,1,3,3,1,4,0,15,2,2,0,2,3,4,53,0,1,0,3,14,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,1,0,354,0,0,0,0,1,0,2,1,2,2,6,0,5,39,1,2,161,3,3,2,0,20,0,0,0
1368,688,447,0,5,23,1321,1,2,3,1,4,0,26,2,2,0,2,5,4,89,36,1,0,12,9,3,92,1,2,1,4,2,1,5,864,2,72,0,811,1,2,1,3,829,0,0,1,0,2,0,3,1,2,5,4,1,1,75,3,2,337,3,3,2,146,0,0,0,0
1369,846,449,8,5,57,1008,1,3,3,1,4,0,17,2,2,0,7,5,5,78,50,1,0,9,9,1,192,1,2,1,3,2,1,5,361,1,0,85,119,1,2,1,3,417,274,0,0,0,3,0,3,1,3,6,6,1,1,64,2,2,220,3,3,2,23,19,0,0,0
1370,737,774,11,5,36,500,1,3,1,1,4,0,25,4,4,4,2,8,4,110,57,3,0,8,8,1,132,3,2,2,5,3,4,6,719,1,0,564,861,1,4,1,3,869,0,0,1,0,2,0,2,1,4,4,6,1,1,96,2,2,284,3,3,2,111,38,0,0,0
1371,591,725,0,5,50,1194,1,2,1,1,4,0,26,2,2,0,2,7,4,109,57,3,0,12,13,3,200,2,2,2,5,3,4,6,721,1,0,406,758,1,4,1,3,747,0,0,1,0,2,0,3,1,3,6,6,0,1,96,3,3,451,3,3,2,0,17,0,0,0
1372,1162,721,5,5,126,734,1,2,3,1,4,0,18,2,2,0,5,5,4,93,41,3,0,6,6,1,237,2,2,2,4,3,1,5,486,1,0,173,304,1,4,1,3,623,549,0,1,0,2,1,4,1,3,7,6,2,1,79,2,2,208,3,3,2,189,203,0,0,67
1373,530,239,4,5,36,517,1,3,3,1,4,0,7,2,2,0,0,3,5,57,22,1,0,8,8,2,0,1,2,2,3,3,1,1,0,1,0,754,312,1,4,1,3,315,78,0,0,0,2,0,4,1,2,5,6,0,5,47,1,1,276,3,3,2,0,0,0,0,45
1374,1086,648,5,5,59,1061,1,3,3,1,4,0,18,2,2,0,5,6,4,101,48,1,0,12,13,1,212,2,2,2,4,3,1,1,0,1,0,817,420,1,4,1,3,416,537,0,0,0,2,1,4,1,3,6,6,1,3,87,3,3,322,3,3,2,77,28,0,0,0
1375,708,687,0,5,126,1157,1,3,3,1,4,0,5,2,2,0,2,6,4,103,50,1,0,12,13,2,0,2,2,2,3,3,4,6,868,1,0,206,842,1,4,1,3,844,0,0,1,0,2,0,3,1,3,5,6,1,1,89,2,2,308,3,3,2,248,100,0,0,20
1376,761,697,11,5,126,273,1,2,0,1,1,1,25,2,2,0,2,7,4,88,35,1,0,6,6,2,0,2,2,2,4,3,4,6,775,1,0,501,876,1,2,1,3,886,0,0,1,0,2,0,2,1,3,3,6,1,1,74,2,2,289,3,3,2,72,19,134,0,0
1377,689,508,0,5,126,1689,1,3,3,1,0,0,15,2,2,0,2,5,6,62,41,1,0,8,8,1,95,1,3,1,3,3,2,5,860,1,0,155,802,1,3,1,3,830,0,0,1,0,1,1,3,1,3,4,6,1,1,48,2,2,242,3,3,2,0,0,0,0,71
1378,650,657,0,5,46,828,1,2,3,1,4,0,19,2,2,0,2,7,4,109,56,1,0,12,13,3,282,2,2,2,4,3,1,1,0,1,0,1002,806,1,3,1,3,799,0,0,0,0,2,0,3,1,3,4,6,1,1,95,2,3,503,3,3,2,182,50,0,0,0
1379,172,508,11,6,11,112,1,2,2,1,4,1,1,2,2,4,2,7,4,91,38,1,0,6,6,2,0,1,2,1,4,3,4,6,384,1,0,357,367,1,3,1,3,335,0,0,1,0,1,0,1,1,2,2,6,0,1,77,1,2,241,3,3,2,92,0,0,0,0
1380,858,491,5,5,126,1068,1,2,3,1,0,0,8,2,2,0,5,6,4,97,46,1,0,8,8,2,0,2,2,2,4,3,1,1,0,1,0,587,142,1,4,1,3,396,305,0,0,0,2,1,3,1,3,5,6,1,1,83,3,2,154,3,3,2,99,36,0,0,0
1381,698,379,8,5,56,816,1,3,3,1,4,0,15,2,2,0,7,5,5,58,46,3,0,0,0,2,0,1,2,1,3,3,3,4,587,1,0,113,356,1,3,1,3,837,0,0,1,0,1,0,3,1,3,6,6,1,3,44,2,1,130,3,3,2,0,19,0,0,58
1382,648,465,5,5,48,621,1,2,3,1,4,0,8,2,2,0,5,5,4,100,48,1,0,12,13,2,0,1,2,2,3,3,1,4,488,1,0,167,300,1,4,1,3,249,211,0,0,0,2,1,3,1,2,5,6,1,1,86,3,2,205,3,3,2,0,27,0,0,0
1383,657,580,0,5,54,758,1,3,3,1,4,0,5,2,2,0,2,6,4,108,55,1,0,12,13,1,98,2,2,2,4,3,4,6,22,1,0,989,814,1,4,1,3,803,0,0,0,0,2,0,3,1,3,5,6,1,1,94,3,2,301,3,3,2,62,35,0,0,0
1384,350,104,4,6,126,529,1,3,3,1,4,0,20,0,2,0,0,4,5,26,12,1,0,8,8,2,0,1,2,0,3,3,1,3,76,1,0,682,371,1,2,1,3,373,6,0,0,0,1,0,3,1,2,4,6,0,5,51,1,1,85,3,3,2,0,0,161,0,0
1385,868,419,4,5,33,398,1,3,2,1,4,0,6,2,2,0,0,5,5,34,0,1,0,3,11,2,0,1,2,0,3,3,1,1,0,1,0,725,278,1,3,1,3,473,257,0,0,0,1,1,3,1,2,7,6,1,5,19,1,2,103,2,2,2,0,0,0,0,0
1386,921,567,4,5,126,1142,1,2,1,1,0,1,6,2,2,0,0,5,6,38,0,1,0,8,8,1,325,1,2,1,3,3,2,3,163,2,182,0,249,1,2,1,3,405,371,0,0,0,1,1,3,1,2,5,6,1,5,66,1,2,171,3,2,2,0,0,2,0,0
1387,698,579,0,5,24,1274,1,1,3,1,1,0,5,2,2,0,2,6,4,101,48,1,0,12,13,1,310,1,2,2,4,3,1,1,0,1,0,1019,832,1,4,1,3,837,0,0,0,0,2,0,3,1,3,4,6,0,1,87,2,2,320,3,3,2,0,25,0,0,0
1388,458,343,0,5,56,478,1,3,3,1,4,0,15,2,2,0,2,4,4,63,10,3,0,3,3,2,0,1,2,1,3,3,1,4,754,3,49,83,661,1,2,1,3,635,0,0,1,0,1,0,3,1,2,4,6,2,1,54,1,1,109,3,3,2,0,0,0,0,0
1389,616,258,4,6,26,233,1,3,3,1,4,0,20,2,2,0,0,4,6,30,0,1,0,8,8,1,103,1,3,2,3,3,1,1,0,1,0,671,217,1,4,1,3,158,264,0,0,0,1,1,5,1,3,5,6,0,5,65,1,2,186,3,3,2,8,0,157,0,0
1390,391,326,0,5,50,591,1,3,3,1,4,0,15,2,2,0,2,4,5,57,40,3,0,13,14,1,371,1,2,1,3,3,1,3,800,1,0,48,603,1,3,1,3,574,0,0,0,1,1,0,3,1,2,3,6,1,1,43,3,2,232,3,3,2,0,0,0,0,0
1391,231,67,13,6,0,34,1,3,3,1,4,0,13,2,2,4,5,3,3,73,20,1,0,5,5,2,0,1,2,1,3,3,1,4,146,2,94,0,65,1,2,1,3,23,122,0,0,0,1,1,3,1,2,4,6,0,1,59,2,1,61,3,3,2,190,0,0,0,0
1392,779,153,0,5,76,1685,1,3,3,1,4,0,14,2,2,0,2,4,3,63,56,3,0,6,6,1,47,1,1,3,0,0,0,0,0,0,0,0,0,1,2,1,3,894,0,0,0,0,1,0,3,1,2,7,5,1,1,49,1,2,100,3,3,2,0,0,0,0,0
1393,472,104,15,5,36,878,1,3,3,1,4,0,21,2,2,1,0,4,3,21,0,1,0,13,15,2,0,0,1,0,3,3,1,3,713,1,0,138,537,1,2,0,3,506,4,0,1,0,1,0,3,1,2,4,6,0,6,100,0,0,0,0,0,0,0,0,93,0,0
1394,601,493,4,5,42,1686,1,3,3,1,4,0,6,2,2,0,5,5,4,26,0,1,0,13,15,2,0,1,2,2,3,2,1,1,0,1,0,672,218,1,3,1,1,261,166,0,0,0,1,1,3,1,2,5,4,1,5,27,1,1,88,3,3,1,0,0,165,0,0
1395,477,402,11,5,26,339,1,3,3,1,4,0,23,2,2,4,2,5,4,93,41,1,0,9,9,2,0,2,2,2,4,3,1,6,634,1,0,415,678,1,3,1,3,649,0,0,1,0,2,0,2,1,3,3,6,0,1,79,2,2,271,3,3,2,0,36,0,0,0
